rate_date_raw,base_currency_raw,target_currency_raw,exchange_rate_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
2025-01-01 00:00:00,USD,INR,83.5,MOCK_FX_API,2025-01-01 00:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-01 00:00:00,EUR,INR,90.0,MOCK_FX_API,2025-01-01 00:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-01 00:00:00,SGD,INR,61.8,MOCK_FX_API,2025-01-01 00:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-01 00:00:00,AED,INR,22.7,MOCK_FX_API,2025-01-01 02:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-02 00:00:00,USD,INR,83.8432,MOCK_FX_API,2025-01-02 01:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-02 00:00:00,EUR,INR,90.0866,MOCK_FX_API,2025-01-02 01:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-02 00:00:00,SGD,INR,61.8836,MOCK_FX_API,2025-01-02 01:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-02 00:00:00,AED,INR,22.7172,MOCK_FX_API,2025-01-02 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-03 00:00:00,USD,INR,83.9293,MOCK_FX_API,2025-01-07 00:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-03 00:00:00,EUR,INR,90.0453,MOCK_FX_API,2025-01-03 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-03 00:00:00,SGD,INR,61.8043,MOCK_FX_API,2025-01-03 01:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-03 00:00:00,AED,INR,22.7378,MOCK_FX_API,2025-01-03 00:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-06 00:00:00,USD,INR,83.7354,MOCK_FX_API,2025-01-06 00:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-06 00:00:00,EUR,INR,90.3154,MOCK_FX_API,2025-01-06 02:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-06 00:00:00,SGD,INR,62.0063,MOCK_FX_API,2025-01-06 00:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-06 00:00:00,AED,N/A,22.7735,MOCK_FX_API,2025-01-06 02:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-07 00:00:00,USD,INR,83.7776,MOCK_FX_API,2025-01-07 03:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-07 00:00:00,EUR,INR,90.5467,MOCK_FX_API,2025-01-07 02:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-07 00:00:00,SGD,INR,61.847,MOCK_FX_API,2025-01-07 00:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-07 00:00:00,AED,INR,22.7339,MOCK_FX_API,2025-01-07 02:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-08 00:00:00,USD,INR,83.7648,MOCK_FX_API,2025-01-08 01:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-08 00:00:00,EUR,INR,90.6016,MOCK_FX_API,2025-01-08 02:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-08 00:00:00,SGD,INR,61.8619,MOCK_FX_API,2025-01-08 00:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-08 00:00:00,AED,INR,22.7402,MOCK_FX_API,2025-01-08 01:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-09 00:00:00,USD,INR,83.8705,MOCK_FX_API,2025-01-09 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-09 00:00:00,EUR,INR,90.6133,MOCK_FX_API,2025-01-09 00:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-09 00:00:00,SGD,INR,61.9206,MOCK_FX_API,2025-01-09 01:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-09 00:00:00,AED,INR,22.7514,MOCK_FX_API,2025-01-09 02:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-10 00:00:00,USD,INR,83.8122,MOCK_FX_API,2025-01-10 03:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-10 00:00:00,EUR,INR,90.5126,MOCK_FX_API,2025-01-10 02:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-10 00:00:00,SGD,INR,61.8324,MOCK_FX_API,2025-01-10 02:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-10 00:00:00,AED,INR,22.7679,MOCK_FX_API,2025-01-10 01:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-13 00:00:00,USD,INR,83.814,MOCK_FX_API,2025-01-13 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-13 00:00:00,EUR,INR,90.7817,MOCK_FX_API,2025-01-13 02:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-13 00:00:00,SGD,INR,61.7443,MOCK_FX_API,2025-01-13 02:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
01-14-2025,USD,INR,84.0891,MOCK_FX_API,2025-01-14 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-14 00:00:00,EUR,INR,90.7004,MOCK_FX_API,2025-01-14 01:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-14 00:00:00,SGD,INR,61.6737,MOCK_FX_API,2025-01-14 01:53:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-14 00:00:00,AED,INR,22.8465,MOCK_FX_API,2025-01-19 01:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-15 00:00:00,USD,INR,84.1118,MOCK_FX_API,2025-01-15 02:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-15 00:00:00,EUR,INR,90.637,MOCK_FX_API,2025-01-15 02:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-15 00:00:00,SGD,INR,61.7248,MOCK_FX_API,2025-01-15 01:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-15 00:00:00,AED,INR,22.8816,MOCK_FX_API,2025-01-20 02:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-16 00:00:00,USD,INR,83.9992,MOCK_FX_API,2025-01-16 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-16 00:00:00,EUR,INR,90.8921,MOCK_FX_API,2025-01-16 00:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-16 00:00:00,SGD,INR,61.6192,MOCK_FX_API,2025-01-16 00:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-16T00:00:00+05:30,AED,INR,22.9026,MOCK_FX_API,2025-01-16 01:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-17 00:00:00,USD,INR,84.052,MOCK_FX_API,2025-01-17 02:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-17T00:00:00Z,EUR,INR,91.178,MOCK_FX_API,2025-01-17 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-17 00:00:00,SGD,INR,61.5838,MOCK_FX_API,2025-01-17 01:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-17 00:00:00,AED,INR,22.9105,MOCK_FX_API,2025-01-17 00:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-20 00:00:00,USD,INR,83.8493,MOCK_FX_API,2025-01-22 01:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-20 00:00:00,EUR,INR,91.4263,MOCK_FX_API,2025-01-20 02:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-20 00:00:00,SGD,INR,61.6852,MOCK_FX_API,2025-01-20 02:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-20 00:00:00,AED,INR,22.8782,MOCK_FX_API,2025-01-20 00:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
21/01/2025,USD,INR,83.9783,MOCK_FX_API,2025-01-21 02:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-21 00:00:00,EUR,INR,91.5916,MOCK_FX_API,2025-01-21 00:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-21 00:00:00,SGD,INR,61.5877,MOCK_FX_API,2025-01-21 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-21 00:00:00,AED,INR,22.9226,MOCK_FX_API,2025-01-21 00:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-22 00:00:00,USD,INR,83.7976,MOCK_FX_API,2025-01-22 00:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-22 00:00:00,EUR,INR,91.5255,MOCK_FX_API,2025-01-22 02:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-22 00:00:00,SGD,INR,61.5721,MOCK_FX_API,2025-01-22 00:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-22 00:00:00,AED,INR,22.9393,MOCK_FX_API,2025-01-22 02:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-23 00:00:00,USD,INR,83.8511,MOCK_FX_API,2025-01-23 01:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-23 00:00:00,EUR,INR,91.5577,MOCK_FX_API,2025-01-23 02:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-23 00:00:00,SGD,INR,61.4925,MOCK_FX_API,2025-01-23 02:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-23 00:00:00,AED,INR,22.9924,MOCK_FX_API,2025-01-23 01:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
01-24-2025,USD,INR,83.9391,MOCK_FX_API,2025-01-24 00:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-24 00:00:00,EUR,INR,91.4856,MOCK_FX_API,2025-01-24 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-24 00:00:00,SGD,INR,61.4394,MOCK_FX_API,2025-01-24 02:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-24 00:00:00,AED,INR,23.0409,MOCK_FX_API,2025-01-24 01:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-27 00:00:00,USD,INR,83.9858,MOCK_FX_API,2025-01-27 02:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-27 00:00:00,EUR,INR,91.0953,MOCK_FX_API,2025-01-27 01:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-27 00:00:00,SGD,INR,61.3401,MOCK_FX_API,2025-01-27 01:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-27 00:00:00,AED,INR,22.9882,MOCK_FX_API,2025-01-27 00:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-28 00:00:00,USD,INR,83.9952,MOCK_FX_API,2025-01-28 00:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-28 00:00:00,EUR,INR,91.041,MOCK_FX_API,2025-01-28 02:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-28 00:00:00,SGD,INR,61.2685,MOCK_FX_API,2025-01-28 01:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-28 00:00:00,AED,INR,22.992,MOCK_FX_API,2025-01-28 02:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-29 00:00:00,USD,INR,83.898,MOCK_FX_API,2025-01-29 01:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-29 00:00:00,EUR,INR,91.0774,MOCK_FX_API,2025-01-29 00:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-29 00:00:00,SGD,INR,61.3275,MOCK_FX_API,2025-01-29 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-29 00:00:00,N/A,INR,23.0044,MOCK_FX_API,2025-01-29 00:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-30 00:00:00,USD,INR,83.7662,MOCK_FX_API,2025-01-30 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-30 00:00:00,EUR,INR,91.2025,MOCK_FX_API,2025-01-30 01:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-30 00:00:00,SGD,INR,61.3418,MOCK_FX_API,2025-01-30 02:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-30 00:00:00,AED,INR,23.0331,MOCK_FX_API,2025-01-30 01:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-31 00:00:00,N/A,INR,83.893,MOCK_FX_API,2025-01-31 03:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-31 00:00:00,EUR,INR,91.1512,MOCK_FX_API,2025-01-31 00:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-01-31 00:00:00,AED,INR,23.0086,MOCK_FX_API,2025-01-31 02:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_FX_RATES_API
2025-02-03 00:00:00,USD,INR,83.7928,MOCK_FX_API,2025-02-03 00:55:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-03 00:00:00,EUR,INR,91.2948,MOCK_FX_API,2025-02-03 01:13:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-03 00:00:00,SGD,INR,61.492,MOCK_FX_API,2025-02-03 02:03:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-03 00:00:00,AED,INR,23.0527,MOCK_FX_API,2025-02-03 02:16:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-04 00:00:00,USD,INR,83.8354,MOCK_FX_API,2025-02-04 02:55:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-04 00:00:00,EUR,INR,91.3299,MOCK_FX_API,2025-02-04 01:57:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-04 00:00:00,SGD,INR,61.5711,MOCK_FX_API,2025-02-04 02:12:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-04 00:00:00,AED,INR,22.9987,MOCK_FX_API,2025-02-04 02:38:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-05 00:00:00,USD,INR,83.8079,MOCK_FX_API,2025-02-05 01:44:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-05 00:00:00,EUR,INR,91.2525,MOCK_FX_API,2025-02-05 01:18:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-05 00:00:00,SGD,INR,61.5924,MOCK_FX_API,2025-02-05 02:22:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-05 00:00:00,AED,INR,23.0056,MOCK_FX_API,2025-02-05 01:41:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-06 00:00:00,USD,INR,83.8533,MOCK_FX_API,2025-02-06 00:20:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-06 00:00:00,EUR,INR,91.3466,MOCK_FX_API,2025-02-06 01:29:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-06 00:00:00,SGD,INR,61.5757,MOCK_FX_API,2025-02-06 02:55:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-06 00:00:00,AED,INR,23.0325,MOCK_FX_API,2025-02-06 00:42:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-07 00:00:00,USD,INR,83.8093,MOCK_FX_API,2025-02-07 00:52:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-07 00:00:00,EUR,INR,91.2923,MOCK_FX_API,2025-02-07 00:39:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-07 00:00:00,SGD,INR,61.6068,MOCK_FX_API,2025-02-07 01:00:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-07 00:00:00,AED,INR,23.0393,MOCK_FX_API,2025-02-07 01:25:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-10 00:00:00,USD,INR,83.6648,MOCK_FX_API,2025-02-10 01:07:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-10T00:00:00Z,EUR,INR,91.6458,MOCK_FX_API,2025-02-10 02:16:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-10 00:00:00,SGD,INR,61.5473,MOCK_FX_API,2025-02-10 02:01:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-10 00:00:00,AED,INR,22.9654,MOCK_FX_API,2025-02-10 01:44:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-11 00:00:00,USD,INR,83.6807,MOCK_FX_API,2025-02-11 01:15:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-11T00:00:00Z,EUR,INR,91.8182,MOCK_FX_API,2025-02-11 00:43:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-11 00:00:00,SGD,INR,61.4453,MOCK_FX_API,2025-02-11 00:59:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-11 00:00:00,AED,INR,22.8997,MOCK_FX_API,2025-02-11 01:56:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-12 00:00:00,USD,INR,83.6372,MOCK_FX_API,2025-02-12 01:28:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-12 00:00:00,EUR,INR,91.5906,MOCK_FX_API,2025-02-12 01:51:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-12 00:00:00,SGD,INR,61.1924,MOCK_FX_API,2025-02-12 00:33:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-12 00:00:00,AED,INR,22.952,MOCK_FX_API,2025-02-12 02:25:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-13 00:00:00,USD,INR,83.6637,MOCK_FX_API,2025-02-13 01:26:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-13 00:00:00,EUR,INR,91.5063,MOCK_FX_API,2025-02-13 00:11:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-13 00:00:00, SGD ,INR,61.1559,MOCK_FX_API,2025-02-13 01:05:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-13 00:00:00,AED,INR,23.012,MOCK_FX_API,2025-02-13 02:22:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-14 00:00:00,USD,INR,83.8097,MOCK_FX_API,2025-02-14 02:47:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
02-14-2025,EUR,INR,91.6314,MOCK_FX_API,2025-02-14 00:58:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-14 00:00:00,SGD,INR,61.1856,MOCK_FX_API,2025-02-14 01:59:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-14 00:00:00,AED,INR,22.9753,MOCK_FX_API,2025-02-14 00:47:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-17 00:00:00,USD,INR,83.7187,MOCK_FX_API,2025-02-17 01:14:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-17 00:00:00,EUR,N/A,91.322,MOCK_FX_API,2025-02-17 02:36:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-17 00:00:00,SGD,INR,61.4249,MOCK_FX_API,2025-02-18 02:19:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-17 00:00:00,AED,INR,22.9674,MOCK_FX_API,2025-02-17 01:19:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-18 00:00:00,USD,INR,83.6542,MOCK_FX_API,2025-02-18 00:26:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-18 00:00:00,EUR,INR,91.3919,MOCK_FX_API,2025-02-18 00:22:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-18 00:00:00,SGD,INR,61.3104,MOCK_FX_API,2025-02-18 02:22:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-18 00:00:00,AED,INR,22.9399,MOCK_FX_API,2025-02-18 02:08:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-19 00:00:00,USD,INR,83.753,MOCK_FX_API,2025-02-19 00:57:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
2025-02-19 00:00:00,EUR,INR,91.2879,MOCK_FX_API,2025-02-19 02:54:00,2026-08-05 02:59:59,BATCH_202502_RAW_FX_RATES_API
